rxcui,tty,name
2566816,SCD,dextromethorphan hydrobromide 0.667 MG/ML / guaifenesin 6.667 MG/ML / phenylephrine hydrochloride 0.333 MG/ML Oral Solution
2166123,SCD,dextromethorphan hydrobromide 0.667 MG/ML / guaifenesin 13.3 MG/ML / phenylephrine hydrochloride 0.333 MG/ML Oral Solution
2626496,SCD,dextromethorphan hydrobromide 0.667 MG/ML / guaifenesin 13.33 MG/ML / phenylephrine hydrochloride 0.333 MG/ML Oral Solution
1370205,SCD,dextromethorphan hydrobromide 1 MG/ML / guaifenesin 10 MG/ML / phenylephrine hydrochloride 0.5 MG/ML Oral Solution
1119541,SCD,dextromethorphan hydrobromide 1 MG/ML / guaifenesin 15 MG/ML / phenylephrine hydrochloride 0.5 MG/ML Oral Solution
1043543,SCD,dextromethorphan hydrobromide 1 MG/ML / guaifenesin 20 MG/ML / phenylephrine hydrochloride 0.5 MG/ML Oral Solution
1429362,SCD,dextromethorphan hydrobromide 1.2 MG/ML / guaifenesin 13.3 MG/ML / phenylephrine hydrochloride 0.667 MG/ML Oral Solution
2265849,SCD,dextromethorphan hydrobromide 1.2 MG/ML / guaifenesin 26.4 MG/ML / phenylephrine hydrochloride 0.667 MG/ML Oral Solution
1044949,SCD,dextromethorphan hydrobromide 2 MG/ML / guaifenesin 20 MG/ML / phenylephrine hydrochloride 1 MG/ML Oral Solution
1098647,SCD,dextromethorphan hydrobromide 2 MG/ML / guaifenesin 40 MG/ML / phenylephrine hydrochloride 1 MG/ML Oral Solution
1486140,SCD,dextromethorphan hydrobromide 2 MG/ML / guaifenesin 40 MG/ML / phenylephrine hydrochloride 1 MG/ML Oral Suspension
2268062,SCD,dextromethorphan hydrobromide 2.5 MG/ML / guaifenesin 25 MG/ML / phenylephrine hydrochloride 1.25 MG/ML Oral Solution
1358620,SCD,dextromethorphan hydrobromide 3 MG/ML / guaifenesin 20 MG/ML / phenylephrine hydrochloride 1 MG/ML Oral Solution
1251031,SCD,dextromethorphan hydrobromide 3 MG/ML / guaifenesin 60 MG/ML / phenylephrine hydrochloride 2 MG/ML Oral Solution
1372451,SCD,dextromethorphan hydrobromide 3 MG/ML / guaifenesin 70 MG/ML / phenylephrine hydrochloride 2 MG/ML Oral Solution
1661314,SCD,dextromethorphan hydrobromide 4 MG/ML / guaifenesin 50 MG/ML / phenylephrine hydrochloride 2.5 MG/ML Oral Solution
2728493,SCD,dextromethorphan hydrobromide 4 MG/ML / guaifenesin 77.6 MG/ML / phenylephrine hydrochloride 2 MG/ML Oral Solution
1091331,SCD,dextromethorphan hydrobromide 4 MG/ML / guaifenesin 80 MG/ML / phenylephrine hydrochloride 2 MG/ML Oral Solution
1095503,SCD,dextromethorphan hydrobromide 5 MG/ML / guaifenesin 50 MG/ML / phenylephrine hydrochloride 2.5 MG/ML Oral Solution
1372459,SCD,dextromethorphan hydrobromide 5 MG/ML / guaifenesin 100 MG/ML / phenylephrine hydrochloride 2.5 MG/ML Oral Solution
880359,SCD,dextromethorphan hydrobromide 5.6 MG/ML / guaifenesin 77.6 MG/ML / phenylephrine hydrochloride 2 MG/ML Oral Solution
1741944,SCD,dextromethorphan hydrobromide 5.8 MG/ML / guaifenesin 78 MG/ML / phenylephrine hydrochloride 2 MG/ML Oral Solution
1000502,SCD,dextromethorphan hydrobromide 6 MG/ML / guaifenesin 40 MG/ML / phenylephrine hydrochloride 1.5 MG/ML Oral Solution
1364914,SCD,dextromethorphan hydrobromide 6 MG/ML / guaifenesin 40 MG/ML / phenylephrine hydrochloride 2 MG/ML Oral Solution
1487369,SCD,dextromethorphan hydrobromide 7.5 MG/ML / guaifenesin 88 MG/ML / phenylephrine hydrochloride 2.5 MG/ML Oral Solution
1874730,SCD,dextromethorphan hydrobromide 9 MG / guaifenesin 198 MG / phenylephrine hydrochloride 5 MG Oral Tablet
1372652,SCD,dextromethorphan hydrobromide 10 MG / guaifenesin 200 MG / phenylephrine hydrochloride 5 MG Oral Tablet
1357905,SCD,12 HR dextromethorphan hydrobromide 25 MG / guaifenesin 550 MG / phenylephrine hydrochloride 20 MG Extended Release Oral Tablet
1251401,SCD,dextromethorphan hydrobromide 14 MG / guaifenesin 288 MG / phenylephrine hydrochloride 7 MG Oral Capsule
1245616,SCD,dextromethorphan hydrobromide 15 MG / guaifenesin 100 MG / phenylephrine hydrochloride 5 MG Oral Tablet
1113490,SCD,dextromethorphan hydrobromide 15 MG / guaifenesin 350 MG / phenylephrine hydrochloride 12 MG Oral Tablet
1603294,SCD,dextromethorphan hydrobromide 15 MG / guaifenesin 380 MG / phenylephrine hydrochloride 10 MG Oral Tablet
1490000,SCD,dextromethorphan hydrobromide 15 MG / guaifenesin 395 MG / phenylephrine hydrochloride 10 MG Oral Tablet
1552200,SCD,dextromethorphan hydrobromide 15 MG / guaifenesin 400 MG / phenylephrine hydrochloride 10 MG Oral Tablet
1808604,SCD,dextromethorphan hydrobromide 17.5 MG / guaifenesin 385 MG / phenylephrine hydrochloride 10 MG Oral Tablet
2172190,SCD,dextromethorphan hydrobromide 17.5 MG / guaifenesin 400 MG / phenylephrine hydrochloride 10 MG Oral Tablet
1305214,SCD,dextromethorphan hydrobromide 20 MG / guaifenesin 400 MG / phenylephrine hydrochloride 10 MG Oral Tablet
2167784,SCD,dextromethorphan hydrobromide 28 MG / guaifenesin 388 MG / phenylephrine hydrochloride 10 MG Oral Tablet
2603662,SCD,dextromethorphan hydrobromide 29 MG / guaifenesin 390 MG / phenylephrine hydrochloride 10 MG Oral Tablet
1098911,SCD,dextromethorphan hydrobromide 1 MG/ML / guaifenesin 10 MG/ML / pseudoephedrine hydrochloride 3 MG/ML Oral Solution
1099085,SCD,dextromethorphan hydrobromide 2 MG/ML / guaifenesin 20 MG/ML / pseudoephedrine hydrochloride 6 MG/ML Oral Solution
1435143,SCD,dextromethorphan hydrobromide 2 MG/ML / guaifenesin 37.4 MG/ML / pseudoephedrine hydrochloride 6 MG/ML Oral Solution
1241674,SCD,dextromethorphan hydrobromide 2.5 MG/ML / guaifenesin 25 MG/ML / pseudoephedrine hydrochloride 7.5 MG/ML Oral Solution
1424919,SCD,dextromethorphan hydrobromide 3 MG/ML / guaifenesin 35 MG/ML / pseudoephedrine hydrochloride 6 MG/ML Oral Solution
1098227,SCD,dextromethorphan hydrobromide 3 MG/ML / guaifenesin 40 MG/ML / pseudoephedrine hydrochloride 6 MG/ML Oral Solution
1358623,SCD,dextromethorphan hydrobromide 4 MG/ML / guaifenesin 20 MG/ML / pseudoephedrine hydrochloride 10 MG/ML Oral Solution
1090468,SCD,dextromethorphan hydrobromide 10 MG / guaifenesin 200 MG / pseudoephedrine hydrochloride 30 MG Oral Capsule
1114896,SCD,dextromethorphan hydrobromide 10 MG / guaifenesin 200 MG / pseudoephedrine hydrochloride 30 MG Oral Tablet
1424849,SCD,12 HR dextromethorphan hydrobromide 30 MG / guaifenesin 580 MG / pseudoephedrine hydrochloride 60 MG Extended Release Oral Tablet
2167676,SCD,12 HR dextromethorphan hydrobromide 40 MG / guaifenesin 780 MG / pseudoephedrine hydrochloride 80 MG Extended Release Oral Tablet
1430404,SCD,12 HR dextromethorphan hydrobromide 60 MG / guaifenesin 1200 MG / pseudoephedrine hydrochloride 60 MG Extended Release Oral Tablet
1094460,SCD,dextromethorphan hydrobromide 15 MG / guaifenesin 190 MG / pseudoephedrine hydrochloride 30 MG Oral Tablet
1426660,SCD,dextromethorphan hydrobromide 15 MG / guaifenesin 400 MG / pseudoephedrine hydrochloride 60 MG Oral Tablet
2368128,SCD,dextromethorphan hydrobromide 20 MG / guaifenesin 375 MG / pseudoephedrine hydrochloride 60 MG Oral Tablet
1427998,SCD,dextromethorphan hydrobromide 20 MG / guaifenesin 380 MG / pseudoephedrine hydrochloride 60 MG Oral Tablet
2167782,SCD,dextromethorphan hydrobromide 20 MG / guaifenesin 400 MG / pseudoephedrine hydrochloride 20 MG Oral Tablet
1300017,SCD,dextromethorphan hydrobromide 20 MG / guaifenesin 400 MG / pseudoephedrine hydrochloride 30 MG Oral Tablet
2167783,SCD,dextromethorphan hydrobromide 20 MG / guaifenesin 400 MG / pseudoephedrine hydrochloride 40 MG Oral Tablet
1307253,SCD,dextromethorphan hydrobromide 20 MG / guaifenesin 400 MG / pseudoephedrine hydrochloride 60 MG Oral Tablet
1251296,SCD,dextromethorphan hydrobromide 30 MG / guaifenesin 400 MG / pseudoephedrine hydrochloride 60 MG Oral Tablet
2639752,SCD,dextromethorphan hydrobromide 2 MG/ML / pheniramine maleate 2.5 MG/ML / phenylephrine hydrochloride 1 MG/ML Oral Solution
2639753,SCD,dextromethorphan hydrobromide 1.5 MG/ML / phenylephrine hydrochloride 1 MG/ML / pyrilamine maleate 2.5 MG/ML Oral Solution
1147823,SCD,dextromethorphan hydrobromide 2 MG/ML / phenylephrine hydrochloride 1 MG/ML / pyrilamine maleate 1.67 MG/ML Oral Solution
1427392,SCD,dextromethorphan hydrobromide 2 MG/ML / phenylephrine hydrochloride 1 MG/ML / thonzylamine hydrochloride 5 MG/ML Oral Solution
2268058,SCD,dextromethorphan hydrobromide 3 MG/ML / phenylephrine hydrochloride 1 MG/ML / triprolidine hydrochloride 0.25 MG/ML Oral Solution
1492052,SCD,dextromethorphan hydrobromide 4 MG/ML / phenylephrine hydrochloride 2 MG/ML / triprolidine hydrochloride 0.5 MG/ML Oral Solution
2699313,SCD,dextromethorphan hydrobromide 3 MG/ML / pseudoephedrine hydrochloride 6 MG/ML / triprolidine hydrochloride 0.25 MG/ML Oral Solution
2707699,SCD,dextromethorphan hydrobromide 4 MG/ML / pseudoephedrine hydrochloride 6 MG/ML / triprolidine hydrochloride 0.5 MG/ML Oral Solution
1113397,SCD,acetaminophen 32 MG/ML / chlorpheniramine maleate 0.2 MG/ML / dextromethorphan hydrobromide 1 MG/ML / phenylephrine hydrochloride 0.5 MG/ML Oral Suspension
1370440,SCD,acetaminophen 50 MG/ML / chlorpheniramine maleate 0.8 MG/ML / dextromethorphan hydrobromide 2 MG/ML / phenylephrine hydrochloride 2 MG/ML Oral Solution
2121065,SCD,acetaminophen 65 MG/ML / chlorpheniramine maleate 0.4 MG/ML / dextromethorphan hydrobromide 1.3 MG/ML / phenylephrine hydrochloride 1 MG/ML Oral Solution
1242747,SCD,acetaminophen 162.5 MG / chlorpheniramine maleate 2 MG / dextromethorphan hydrobromide 10 MG / phenylephrine hydrochloride 5 MG Oral Capsule
1245169,SCD,acetaminophen 163 MG / chlorpheniramine maleate 2 MG / dextromethorphan hydrobromide 10 MG / phenylephrine hydrochloride 5 MG Oral Tablet
1536477,SCD,acetaminophen 250 MG / chlorpheniramine maleate 2 MG / dextromethorphan hydrobromide 10 MG / phenylephrine hydrochloride 5 MG Effervescent Oral Tablet
1193292,SCD,acetaminophen 250 MG / chlorpheniramine maleate 2 MG / dextromethorphan hydrobromide 10 MG / phenylephrine hydrochloride 5 MG Oral Capsule
2557336,SCD,acetaminophen 325 MG / chlorpheniramine maleate 2 MG / dextromethorphan hydrobromide 10 MG / phenylephrine hydrochloride 5 MG Effervescent Oral Tablet
1042688,SCD,acetaminophen 325 MG / chlorpheniramine maleate 2 MG / dextromethorphan hydrobromide 10 MG / phenylephrine hydrochloride 5 MG Oral Capsule
1086991,SCD,acetaminophen 325 MG / chlorpheniramine maleate 2 MG / dextromethorphan hydrobromide 10 MG / phenylephrine hydrochloride 5 MG Oral Tablet
1307244,SCD,acetaminophen 325 MG / chlorpheniramine maleate 2 MG / dextromethorphan hydrobromide 15 MG / phenylephrine hydrochloride 5 MG Oral Tablet
1744049,SCD,acetaminophen 325 MG / chlorpheniramine maleate 3 MG / dextromethorphan hydrobromide 30 MG / phenylephrine hydrochloride 5 MG Oral Tablet
2709229,SCD,acetaminophen 325 MG / chlorpheniramine maleate 4 MG / dextromethorphan hydrobromide 20 MG / phenylephrine hydrochloride 10 MG Oral Tablet
1536934,SCD,acetaminophen 325 MG / chlorpheniramine maleate 2 MG / dextromethorphan hydrobromide 10 MG / phenylpropanolamine bitartrate 20 MG Effervescent Oral Tablet
2049283,SCD,acetaminophen 33.3 MG/ML / chlorpheniramine maleate 0.133 MG/ML / dextromethorphan hydrobromide 1 MG/ML / pseudoephedrine hydrochloride 2 MG/ML Oral Solution
1366825,SCD,acetaminophen 80 MG / chlorpheniramine maleate 0.5 MG / dextromethorphan hydrobromide 2.5 MG / pseudoephedrine hydrochloride 7.5 MG Chewable Tablet
1299662,SCD,acetaminophen 325 MG / chlorpheniramine maleate 2 MG / dextromethorphan hydrobromide 10 MG / pseudoephedrine hydrochloride 30 MG Oral Capsule
1147795,SCD,acetaminophen 325 MG / chlorpheniramine maleate 2 MG / dextromethorphan hydrobromide 10 MG / pseudoephedrine hydrochloride 30 MG Oral Tablet
1299646,SCD,acetaminophen 325 MG / chlorpheniramine maleate 2 MG / dextromethorphan hydrobromide 15 MG / pseudoephedrine hydrochloride 30 MG Oral Capsule
1089968,SCD,acetaminophen 500 MG / chlorpheniramine maleate 2 MG / dextromethorphan hydrobromide 15 MG / pseudoephedrine hydrochloride 30 MG Oral Tablet
1996098,SCD,acetaminophen 32.5 MG/ML / dextromethorphan hydrobromide 1 MG/ML / diphenhydramine hydrochloride 1.25 MG/ML / phenylephrine hydrochloride 0.5 MG/ML Oral Solution
1298288,SCD,acetaminophen 650 MG / dextromethorphan hydrobromide 30 MG / diphenhydramine hydrochloride 50 MG / pseudoephedrine hydrochloride 60 MG Oral Tablet
1431245,SCD,acetaminophen 21.7 MG/ML / dextromethorphan hydrobromide 0.667 MG/ML / doxylamine succinate 0.417 MG/ML / phenylephrine hydrochloride 0.333 MG/ML Oral Solution
2733907,SCD,acetaminophen 43.3 MG/ML / dextromethorphan hydrobromide 1.33 MG/ML / doxylamine succinate 0.833 MG/ML / phenylephrine hydrochloride 0.667 MG/ML Oral Solution
1536999,SCD,acetaminophen 250 MG / dextromethorphan hydrobromide 10 MG / doxylamine succinate 6.25 MG / phenylephrine hydrochloride 5 MG Effervescent Oral Tablet
1297288,SCD,acetaminophen 325 MG / dextromethorphan hydrobromide 10 MG / doxylamine succinate 6.25 MG / phenylephrine hydrochloride 5 MG Oral Capsule
1546881,SCD,acetaminophen 325 MG / dextromethorphan hydrobromide 10 MG / doxylamine succinate 6.25 MG / phenylephrine hydrochloride 5 MG Oral Tablet
2677914,SCD,acetaminophen 325 MG / dextromethorphan hydrobromide 10 MG / doxylamine succinate 6.25 MG / phenylephrine hydrochloride 5 MG Powder for Oral Solution
2734621,SCD,acetaminophen 325 MG / dextromethorphan hydrobromide 15 MG / doxylamine succinate 6.25 MG / phenylephrine hydrochloride 5 MG Oral Capsule
1534835,SCD,acetaminophen 650 MG / dextromethorphan hydrobromide 20 MG / doxylamine succinate 12.5 MG / phenylephrine hydrochloride 10 MG Powder for Oral Solution
1237110,SCD,acetaminophen 33.3 MG/ML / dextromethorphan hydrobromide 1 MG/ML / doxylamine succinate 0.417 MG/ML / pseudoephedrine hydrochloride 2 MG/ML Oral Solution
1236395,SCD,acetaminophen 250 MG / dextromethorphan hydrobromide 10 MG / doxylamine succinate 6.25 MG / pseudoephedrine hydrochloride 30 MG Oral Capsule
1089822,SCD,acetaminophen 325 MG / dextromethorphan hydrobromide 15 MG / doxylamine succinate 6.25 MG / pseudoephedrine hydrochloride 30 MG Oral Capsule
2723021,SCD,acetaminophen 500 MG / dextromethorphan hydrobromide 15 MG / doxylamine succinate 6.25 MG / pseudoephedrine hydrochloride 30 MG Oral Capsule
1369842,SCD,acetaminophen 21.7 MG/ML / dextromethorphan hydrobromide 0.667 MG/ML / guaifenesin 13.3 MG/ML / phenylephrine hydrochloride 0.333 MG/ML Oral Solution
1790651,SCD,acetaminophen 25 MG/ML / dextromethorphan hydrobromide 1.33 MG/ML / guaifenesin 20 MG/ML / phenylephrine hydrochloride 0.5 MG/ML Oral Solution
1116572,SCD,acetaminophen 32.5 MG/ML / dextromethorphan hydrobromide 1 MG/ML / guaifenesin 20 MG/ML / phenylephrine hydrochloride 0.5 MG/ML Oral Solution
1593450,SCD,acetaminophen 32.5 MG/ML / dextromethorphan hydrobromide 1 MG/ML / guaifenesin 20 MG/ML / phenylephrine hydrochloride 0.5 MG/ML Oral Suspension
2712155,SCD,acetaminophen 32.5 MG/ML / dextromethorphan hydrobromide 2 MG/ML / guaifenesin 40 MG/ML / phenylephrine hydrochloride 1 MG/ML Oral Solution
1432488,SCD,acetaminophen 250 MG / dextromethorphan hydrobromide 10 MG / guaifenesin 200 MG / phenylephrine hydrochloride 5 MG Oral Capsule
1098435,SCD,acetaminophen 325 MG / dextromethorphan hydrobromide 10 MG / guaifenesin 100 MG / phenylephrine hydrochloride 5 MG Oral Tablet
1656815,SCD,acetaminophen 325 MG / dextromethorphan hydrobromide 10 MG / guaifenesin 200 MG / phenylephrine hydrochloride 5 MG Oral Capsule
1110988,SCD,acetaminophen 325 MG / dextromethorphan hydrobromide 10 MG / guaifenesin 200 MG / phenylephrine hydrochloride 5 MG Oral Tablet
2677915,SCD,acetaminophen 325 MG / dextromethorphan hydrobromide 10 MG / guaifenesin 200 MG / phenylephrine hydrochloride 5 MG Powder for Oral Solution
1367204,SCD,acetaminophen 325 MG / dextromethorphan hydrobromide 15 MG / guaifenesin 200 MG / phenylephrine hydrochloride 5 MG Oral Tablet
1484879,SCD,acetaminophen 500 MG / dextromethorphan hydrobromide 20 MG / guaifenesin 400 MG / phenylephrine hydrochloride 10 MG Oral Tablet
1550968,SCD,acetaminophen 500 MG / dextromethorphan hydrobromide 20 MG / guaifenesin 400 MG / phenylephrine hydrochloride 10 MG Powder for Oral Solution
1090476,SCD,acetaminophen 250 MG / dextromethorphan hydrobromide 10 MG / guaifenesin 100 MG / pseudoephedrine hydrochloride 30 MG Oral Capsule
2723022,SCD,acetaminophen 325 MG / dextromethorphan hydrobromide 10 MG / guaifenesin 200 MG / pseudoephedrine hydrochloride 30 MG Oral Capsule
1673869,SCD,acetaminophen 325 MG / dextromethorphan hydrobromide 20 MG / guaifenesin 200 MG / pseudoephedrine hydrochloride 60 MG Oral Tablet
1359154,SCD,acetaminophen 500 MG / dextromethorphan hydrobromide 20 MG / guaifenesin 400 MG / pseudoephedrine hydrochloride 60 MG Oral Tablet
2173662,SCD,acetaminophen 32.5 MG/ML / dextromethorphan hydrobromide 1 MG/ML / phenylephrine hydrochloride 0.5 MG/ML / triprolidine hydrochloride 0.125 MG/ML Oral Solution
2608082,SCD,acetaminophen 325 MG / dextromethorphan hydrobromide 10 MG / phenylephrine hydrochloride 5 MG / triprolidine hydrochloride 1.25 MG Oral Capsule
2549037,SCD,acetaminophen 325 MG / dextromethorphan hydrobromide 10 MG / phenylephrine hydrochloride 5 MG / triprolidine hydrochloride 1.25 MG Oral Tablet
1537029,SCD,aspirin 325 MG / chlorpheniramine maleate 2 MG / dextromethorphan hydrobromide 10 MG / phenylephrine bitartrate 7.8 MG Effervescent Oral Tablet
2565491,SCD,aspirin 325 MG / dextromethorphan hydrobromide 10 MG / doxylamine succinate 6.25 MG / phenylephrine bitartrate 7.8 MG Effervescent Oral Tablet
1536503,SCD,aspirin 500 MG / dextromethorphan hydrobromide 10 MG / doxylamine succinate 6.25 MG / phenylephrine bitartrate 7.8 MG Effervescent Oral Tablet
1743369,SCD,acetaminophen 25 MG/ML / chlorpheniramine maleate 0.4 MG/ML / dextromethorphan hydrobromide 1.33 MG/ML / guaifenesin 20 MG/ML / phenylephrine hydrochloride 0.5 MG/ML Oral Solution
1246254,SBD,dextromethorphan hydrobromide 1 MG/ML Oral Solution [Creomulsion]
1114041,SBD,dextromethorphan hydrobromide 1 MG/ML Oral Solution [DayQuil Cough]
1246340,SBD,dextromethorphan hydrobromide 1.33 MG/ML Oral Solution [Creomulsion]
1483723,SBD,dextromethorphan hydrobromide 1.5 MG/ML Oral Solution [Babee Cof]
1483726,SBD,dextromethorphan hydrobromide 1.5 MG/ML Oral Solution [Elixsure Cough]
1422935,SBD,dextromethorphan hydrobromide 2 MG/ML Oral Solution [Scot-tussin Diabetic CF]
2122415,SBD,dextromethorphan hydrobromide 2.2 MG/ACTUAT Oral Spray [Zicam Cough]
2122389,SBD,dextromethorphan hydrobromide 2.5 MG Oral Lozenge [Scot-Tussin DM Cough Chasers]
1536157,SBD,dextromethorphan hydrobromide 2.5 MG/ML Oral Suspension [Buckley's Cough Suppressant]
1099285,SBD,dextromethorphan hydrobromide 3 MG/ML Oral Solution [Mielim Y Mas]
2122395,SBD,dextromethorphan hydrobromide 3.3 MG/ACTUAT Oral Spray [Zicam Cough]
1596947,SBD,dextromethorphan hydrobromide 6 MG/ACTUAT Oral Spray [Zicam Cough]
1111766,SBD,dextromethorphan hydrobromide 15 MG Oral Capsule [Robafen Cough]
1373128,SBD,12 HR dextromethorphan polistirex 6 MG/ML Extended Release Suspension [Delsym]
1092424,SBD,diphenhydramine hydrochloride 2.5 MG/ML Oral Solution [Banophen]
1049908,SBD,diphenhydramine hydrochloride 2.5 MG/ML Oral Solution [Benadryl]
1094188,SBD,diphenhydramine hydrochloride 2.5 MG/ML Oral Solution [Diphedryl]
1094451,SBD,diphenhydramine hydrochloride 2.5 MG/ML Oral Solution [Scot-Tussin Allergy]
1094393,SBD,diphenhydramine hydrochloride 2.5 MG/ML Oral Solution [Siladryl]
1086767,SBD,diphenhydramine hydrochloride 2.5 MG/ML Oral Solution [Wal-Dryl Childrens]
1039255,SBD,benzocaine 7.5 MG / dextromethorphan hydrobromide 5 MG Oral Lozenge [Cepacol Sore Throat Plus Cough]
2741703,SBD,bupropion hydrochloride 105 MG / dextromethorphan hydrobromide 30 MG Extended Release Oral Tablet [Auvelity]
2611266,SBD,bupropion hydrochloride 105 MG / dextromethorphan hydrobromide 45 MG Extended Release Oral Tablet [Auvelity]
1040058,SBD,dextromethorphan hydrobromide 20 MG / quinidine sulfate 10 MG Oral Capsule [Nuedexta]
1872897,SBD,benzocaine 6 MG / dextromethorphan hydrobromide 5 MG / menthol 10 MG Oral Lozenge [Cepastat Sore Throat & Cough]
1045541,SBD,benzocaine 6 MG / dextromethorphan hydrobromide 5 MG / menthol 10 MG Oral Lozenge [Chloraseptic Sore Throat + Cough]
1358993,SBD,brompheniramine maleate 0.4 MG/ML / dextromethorphan hydrobromide 2 MG/ML / pseudoephedrine hydrochloride 6 MG/ML Oral Solution [Bromfed DM]
2683422,GPCK,{1 (brompheniramine maleate 0.2 MG/ML / dextromethorphan hydrobromide 1 MG/ML Oral Solution) / 1 (diphenhydramine hydrochloride 1.25 MG/ML Oral Solution) } Pack
1360638,GPCK,{1 (dextromethorphan hydrobromide 1 MG/ML / doxylamine succinate 0.417 MG/ML Oral Solution) / 1 (dextromethorphan hydrobromide 1 MG/ML Oral Solution) } Pack
2683425,GPCK,{1 (dextromethorphan hydrobromide 10 MG / doxylamine succinate 6.25 MG Chewable Tablet) / 1 (dextromethorphan hydrobromide 10 MG Chewable Tablet) } Pack
2685490,GPCK,{1 (dextromethorphan hydrobromide 0.667 MG/ML / guaifenesin 13.3 MG/ML Oral Solution) / 1 (diphenhydramine hydrochloride 0.833 MG/ML Oral Solution) } Pack
2683226,GPCK,{1 (dextromethorphan hydrobromide 1 MG/ML / guaifenesin 20 MG/ML Oral Solution) / 1 (diphenhydramine hydrochloride 2.5 MG/ML Oral Solution) } Pack
2693776,GPCK,{1 (acetaminophen 32 MG/ML / dextromethorphan hydrobromide 0.5 MG/ML Oral Suspension) / 1 (acetaminophen 32.5 MG/ML / diphenhydramine hydrochloride 1.25 MG/ML Oral Suspension) } Pack
2679426,GPCK,{1 (acetaminophen 500 MG / dextromethorphan hydrobromide 20 MG Granules for Oral Solution) / 1 (acetaminophen 650 MG / diphenhydramine hydrochloride 25 MG Granules for Oral Solution) } Pack
2362250,GPCK,{1 (chlorpheniramine maleate 0.2 MG/ML / dextromethorphan hydrobromide 1.5 MG/ML Oral Solution) / 1 (dextromethorphan hydrobromide 1 MG/ML / guaifenesin 10 MG/ML Oral Solution) } Pack
2119625,GPCK,{1 (chlorpheniramine maleate 0.2 MG/ML / dextromethorphan hydrobromide 1.5 MG/ML Oral Solution) / 1 (dextromethorphan hydrobromide 1 MG/ML / guaifenesin 20 MG/ML Oral Solution) } Pack
2743069,GPCK,{1 (chlorpheniramine maleate 0.2 MG/ML / dextromethorphan hydrobromide 1.5 MG/ML Oral Suspension) / 1 (dextromethorphan hydrobromide 1 MG/ML / guaifenesin 20 MG/ML Oral Suspension) } Pack
2743625,GPCK,{1 (dextromethorphan hydrobromide 0.667 MG/ML / doxylamine succinate 0.417 MG/ML Oral Solution) / 1 (dextromethorphan hydrobromide 0.667 MG/ML / guaifenesin 6.67 MG/ML Oral Solution) } Pack
2722413,GPCK,{1 (dextromethorphan hydrobromide 1 MG/ML / guaifenesin 10 MG/ML Oral Solution) / 1 (dextromethorphan hydrobromide 1.5 MG/ML / doxylamine succinate 0.625 MG/ML Oral Solution) } Pack
2056073,GPCK,{1 (dextromethorphan hydrobromide 1 MG/ML / guaifenesin 20 MG/ML Oral Solution) / 1 (dextromethorphan hydrobromide 1.5 MG/ML / doxylamine succinate 0.625 MG/ML Oral Solution) } Pack
1795585,GPCK,{1 (dextromethorphan hydrobromide 2 MG/ML / guaifenesin 40 MG/ML Oral Solution) / 1 (dextromethorphan hydrobromide 3 MG/ML / doxylamine succinate 1.25 MG/ML Oral Solution) } Pack
1730190,GPCK,{1 (dextromethorphan hydrobromide 1 MG/ML / phenylephrine hydrochloride 0.5 MG/ML Oral Solution) / 1 (diphenhydramine hydrochloride 1.25 MG/ML / phenylephrine hydrochloride 0.5 MG/ML Oral Solution) } Pack
2744512,GPCK,{21 (bupropion hydrochloride 105 MG / dextromethorphan hydrobromide 30 MG Extended Release Oral Tablet) / 14 (bupropion hydrochloride 105 MG / dextromethorphan hydrobromide 45 MG Extended Release Oral Tablet) } Pack
2744514,GPCK,{21 (bupropion hydrochloride 105 MG / dextromethorphan hydrobromide 30 MG Extended Release Oral Tablet) / 30 (bupropion hydrochloride 105 MG / dextromethorphan hydrobromide 45 MG Extended Release Oral Tablet) } Pack
2604635,GPCK,{1 (acetaminophen 33.3 MG/ML / chlorpheniramine maleate 0.133 MG/ML / dextromethorphan hydrobromide 1 MG/ML Oral Solution) / 1 (acetaminophen 33.3 MG/ML / dextromethorphan hydrobromide 1 MG/ML Oral Solution) } Pack
2744508,GPCK,{1 (acetaminophen 250 MG / chlorpheniramine maleate 2 MG / dextromethorphan hydrobromide 10 MG Effervescent Oral Tablet) / 1 (acetaminophen 250 MG / dextromethorphan hydrobromide 10 MG Effervescent Oral Tablet) } Pack
1250983,GPCK,{1 (acetaminophen 500 MG / chlorpheniramine maleate 2 MG / dextromethorphan hydrobromide 15 MG Oral Tablet) / 1 (dextromethorphan hydrobromide 10 MG / guaifenesin 200 MG Oral Capsule) } Pack
2604579,GPCK,{1 (acetaminophen 500 MG / chlorpheniramine maleate 2 MG / dextromethorphan hydrobromide 15 MG Oral Tablet) / 1 (acetaminophen 500 MG / dextromethorphan hydrobromide 15 MG Oral Tablet) } Pack
2636659,GPCK,{1 (acetaminophen 1000 MG / chlorpheniramine maleate 4 MG / dextromethorphan hydrobromide 30 MG Powder for Oral Solution) / 1 (acetaminophen 1000 MG / dextromethorphan hydrobromide 30 MG Powder for Oral Solution) } Pack
2637756,GPCK,{1 (acetaminophen 21.7 MG/ML / dextromethorphan hydrobromide 0.667 MG/ML Oral Solution) / 1 (acetaminophen 21.7 MG/ML / dextromethorphan hydrobromide 1 MG/ML / doxylamine succinate 0.417 MG/ML Oral Solution) } Pack
